,store,sido,gungu,store_address
500,광주광산구송정1점,광주,광산구,광주광산구남동길30번길48
501,광주광산구수완1점,광주,광산구,광주광산구장덕로95번길45
502,광주광산구신가점,광주,광산구,광주광산구신창로35번길87
503,광주광산구우산소촌점,광주,광산구,광주광산구우산로96번길78
504,광주광산구운남점,광주,광산구,광주광산구월곡로30-1
505,광주광산구첨단1호점,광주,광산구,광주광산구산월로64
506,광주남구방림양림점,광주,남구,광주남구방림로2
507,광주남구봉선1점,광주,남구,광주남구봉선1로66
508,광주남구월산까치점,광주,남구,광주남구독립로87
509,광주남구주월점,광주,남구,광주남구회서로15
510,광주남구진월점,광주,남구,광주남구서문대로663번길16
511,광주남구효천점,광주,남구,광주남구효우로230번길35
512,광주동구산수점,광주,동구,광주동구필문대로179
513,광주동구학동점,광주,동구,광주동구천변우로603
514,광주북구동림점,광주,북구,광주북구동림용산로29
515,광주북구두암1점,광주,북구,광주북구삼정로139
516,광주북구문흥점,광주,북구,광주북구면앙로32번길29
517,광주북구양산점,광주,북구,광주북구양산택지로79번길15
518,광주북구오치매곡점,광주,북구,광주북구안산로70
519,광주북구용봉점,광주,북구,광주북구설죽로202번길52
520,광주북구일곡점,광주,북구,광주북구송해로34
521,광주북구중흥점,광주,북구,광주북구당뫼로57
522,광주북구첨단2지구점,광주,북구,광주북구임방울대로1042번길14-20
523,광주서구금호점,광주,서구,광주서구금화로73번길16
524,광주서구동천점,광주,서구,광주서구동천로10번길24
525,광주서구상무점,광주,서구,광주서구상무평화로102
526,광주서구쌍촌1점,광주,서구,광주서구상일로24번길11
527,광주서구풍암점,광주,서구,광주서구풍암신암로26
528,광주서구화정1점,광주,서구,광주서구염화로57번길20
529,대구남구대명2점,대구,남구,대구남구성당시장길59
530,대구남구대명남산점,대구,남구,대구남구명덕로28길12
531,대구남구봉덕점,대구,남구,대구남구중앙대로22길221
532,대구달서구대곡역점,대구,달서구,대구달서구비슬로538길22
533,대구달서구대곡진천점[B],대구,달서구,대구달서구한실로117
534,대구달서구두류광장점,대구,달서구,대구달서구야외음악당로39안길48
535,대구달서구상인점,대구,달서구,대구달서구상인로9길26
536,대구달서구성당점[B],대구,달서구,대구달서구감삼남길171
537,대구달서구성서점,대구,달서구,대구달서구선원로37길16
538,대구달서구송현점,대구,달서구,대구달서구월배로74길39
539,대구달서구신당점,대구,달서구,대구달서구신당로24
540,대구달서구신월배점,대구,달서구,대구달서구조암남로27길30
541,대구달서구용산1점,대구,달서구,대구달서구와룡로53길78
542,대구달서구이월드점,대구,달서구,대구달서구두류공원로200
543,대구달서구장기점,대구,달서구,대구달서구구마로12길14
544,대구달성군구지점,대구,달성군,대구달성군구지면창리중앙길97
545,대구달성군논공점,대구,달성군,대구달성군논공읍논공중앙로118
546,대구달성군다사점,대구,달성군,대구달성군다사읍대실역북로55
547,대구달성군서재점,대구,달성군,대구달성군다사읍서재로99-1
548,대구달성군옥포점,대구,달성군,대구달성군옥포면돌미로2길1
549,대구달성군현풍점,대구,달성군,대구달성군현풍면테크노중앙대로325-49
550,대구달성군화원점,대구,달성군,대구달성군화원읍화암로65
551,대구동구동호점,대구,동구,대구동구동호로40
552,대구동구방촌점,대구,동구,대구동구동촌로58길21
553,대구동구불로봉무점,대구,동구,대구동구팔공로51길23
554,대구동구신암동점,대구,동구,대구광역시동구신암로132
555,대구동구신천동점,대구,동구,대구동구국채보상로861
556,대구동구율하점,대구,동구,대구동구율하동로8길25
557,대구동구효목점,대구,동구,대구동구효목로103
558,대구북구고성동점,대구,북구,대구북구옥산로9
559,대구북구관음읍내동점,대구,북구,대구북구칠곡중앙대로95길11
560,대구북구동서변점,대구,북구,대구북구서변로26
561,대구북구만평점,대구,서구,대구서구서대구로62길51
562,대구북구복현검단점,대구,북구,대구북구경진로1길31
563,대구북구사수금호점,대구,북구,대구북구한강로17
564,대구북구산격점,대구,북구,대구북구동북로36길17-2
565,대구북구칠곡1점,대구,북구,대구북구대천로17길14
566,대구북구칠성점,대구,북구,대구북구칠성로88
567,대구북구태전점[B],대구,북구,대구북구구암로16길7
568,대구서구내당대신동점,대구,서구,대구서구달서로12길28
569,대구서구평리점,대구,서구,대구서구국채보상로192
570,대구수성구범물점,대구,수성구,대구수성구지범로290
571,대구수성구범어점,대구,수성구,대구수성구범어로20길13
572,대구수성구상동점,대구,수성구,대구수성구수성로15길34
573,대구수성구수성점[B],대구,수성구,대구수성구신천동로98길24
574,대구수성구시지1점,대구,수성구,대구수성구달구벌대로627길22-25
575,대구수성구시지사월점,대구,수성구,대구수성구달구벌대로669길20
576,대구수성구지산점,대구,수성구,대구수성구용학로35길35
577,대구수성구황금점,대구,수성구,대구수성구청수로36길32
578,대구중구동성로점,대구,중구,대구중구공평로97-1
579,대전대덕구법동점,대전,대덕구,대전광역시대덕구계족로608번길16
580,대전대덕구송촌점[B],대전,대덕구,대전대덕구송촌북로4번길41
581,대전대덕구신탄진점,대전,대덕구,대전광역시대덕구신탄진동로1
582,대전동구가양비래점,대전,동구,대전동구우암로331
