,store,sido,gungu,store_address
696,서울강동구길동1점,서울,강동구,서울특별시강동구진황도로47길15
697,서울강동구길동2점,서울,강동구,서울특별시강동구천호대로199길15
698,서울강동구둔촌점,서울,강동구,서울특별시강동구천호대로182길41
699,서울강동구명일점[B],서울,강동구,서울강동구동남로67길22
700,서울강동구성내1점,서울,강동구,서울특별시강동구천호옛14길34
701,서울강동구암사2점,서울,강동구,서울특별시강동구고덕로28길10-5
702,서울강동구천호1점,서울,강동구,서울특별시강동구구천면로284
703,서울강동구천호2동점,서울,강동구,서울특별시강동구올림픽로78길15-4
704,서울강북구미아점,서울,강북구,서울특별시강북구도봉로34길39
705,서울강북구번동점,서울,강북구,서울특별시강북구오현로31길129
706,서울강북구삼각산점,서울,강북구,서울특별시강북구삼양로19길74
707,서울강북구수유2점,서울,강북구,서울강북구삼각산로99
708,서울강북구수유점,서울,강북구,서울특별시강북구삼양로68길12
709,서울강서구가양1점[B],서울,강서구,서울강서구양천로443-32
710,서울강서구까치산점,서울,강서구,서울강서구강서로12길40
711,서울강서구등촌2동점,서울,강서구,서울강서구등촌로51가길47
712,서울강서구등촌3동점,서울,강서구,서울강서구공항대로41길65
713,서울강서구방화1점,서울,강서구,서울강서구양천로24가길3
714,서울강서구방화2점,서울,강서구,서울강서구금낭화로26
715,서울강서구수명산파크점,서울,강서구,서울특별시강서구강서로47길108
716,서울강서구염창점,서울,강서구,서울강서구양천로637
717,서울강서구우장산점,서울,강서구,서울강서구우장산로2길7
718,서울강서구화곡1동점,서울,강서구,서울강서구가로공원로76길95
719,서울강서구화곡남부시장점,서울,강서구,서울강서구곰달래로53길50
720,서울강서구화곡본동점,서울,강서구,서울강서구초록마을로2길54
721,서울관악구관악구청점,서울,관악구,서울특별시관악구쑥고개로93
722,서울관악구난곡점,서울,관악구,서울관악구미성3길8
723,서울관악구봉천점,서울,관악구,서울관악구은천로9길14
724,서울관악구봉천중앙점,서울,관악구,서울특별시관악구남부순환로231길16
725,서울관악구봉천현대점[B],서울,관악구,서울관악구봉천로441
726,서울관악구신림2점,서울,관악구,서울특별시관악구신림로158
727,서울관악구신림남부점,서울,관악구,서울관악구남부순환로143길16
728,서울관악구신림점,서울,관악구,서울특별시관악구문성로215
729,서울관악구인헌점,서울,관악구,서울특별시관악구인헌길58
730,서울광진구구의3점,서울,광진구,서울특별시광진구구의로4길44
731,서울광진구군자송정점,서울,광진구,서울특별시광진구동일로52길15
732,서울광진구어린이대공원점,서울,광진구,서울특별시광진구광나루로521
733,서울광진구자양2점,서울,광진구,서울특별시광진구뚝섬로52가길6
734,서울광진구자양점,서울,광진구,서울특별시광진구능동로10길109
735,서울광진구중곡1점,서울,광진구,서울광진구면목로148
736,서울광진구중곡2점,서울,광진구,서울특별시광진구동일로64길14
737,서울광진구화양점,서울,광진구,서울특별시광진구아차산로21길43
738,서울구로구개봉점[B],서울,구로구,서울구로구개봉로11길34
739,서울구로구고척1점,서울,구로구,서울구로구경서로45
740,서울구로구고척스카이돔점,서울,구로구,서울구로구경인로430B-5
741,서울구로구구로1점,서울,구로구,서울구로구구로동로35길40
742,서울구로구구로시장점,서울,구로구,서울구로구구로동로28길93
743,서울구로구구로테크노마트점,서울,구로구,서울구로구새말로102
744,서울구로구근린공원점,서울,구로구,서울구로구고척로27길115
745,서울구로구남구로점,서울,구로구,서울구로구도림로12길24
746,서울구로구신도림점,서울,구로구,서울구로구신도림로11길43
747,서울구로구오류1점,서울,구로구,서울특별시구로구부일로953
748,서울구로구오류2점,서울,구로구,서울구로구오류로62
749,서울금천구가산점,서울,금천구,서울특별시금천구가산로3길55
750,서울금천구금천점,서울,금천구,서울금천구은행나무로22
751,서울금천구독산점,서울,금천구,서울금천구남부순환로126길69
752,서울금천구시흥2점,서울,금천구,서울특별시금천구금하로756
753,서울노원구공릉점,서울,노원구,서울특별시노원구공릉로42길21
754,서울노원구상계1점,서울,노원구,서울특별시노원구동일로237다길7
755,서울노원구상계2점,서울,노원구,서울특별시노원구상계로9가길17
756,서울노원구상계마들점,서울,노원구,서울특별시노원구한글비석로54길116
757,서울노원구상계중앙점,서울,노원구,서울노원구덕릉로459-37상계주공1단지가상
758,서울노원구중계2동점,서울,노원구,서울노원구동일로207길18
759,서울노원구중계4동점,서울,노원구,서울노원구덕릉로89길9
760,서울노원구중계본동점,서울,노원구,서울특별시노원구중계로12가길29
761,서울노원구하계1점,서울,노원구,서울특별시노원구공릉로59가길28
762,서울도봉구도봉1점,서울,도봉구,서울특별시도봉구마들로724
763,서울도봉구도봉산역점,서울,도봉구,서울도봉구도봉산3길37
764,서울도봉구방학1점,서울,도봉구,서울특별시도봉구도당로27길20
765,서울도봉구방학2점,서울,도봉구,서울특별시도봉구방학로117
766,서울도봉구신창점,서울,도봉구,서울특별시도봉구덕릉로60길161
767,서울도봉구쌍문점,서울,도봉구,서울도봉구노해로38길7
768,서울도봉구창동점,서울,도봉구,서울도봉구덕릉로59마길40
769,서울동대문구신이문점,서울,동대문구,서울특별시동대문구한천로421-1
770,서울동대문구용두1호점,서울,동대문구,서울특별시동대문구정릉천동로58
771,서울동대문구장안점,서울,동대문구,서울특별시동대문구장한로14길68
772,서울동대문구전농2점,서울,동대문구,서울특별시동대문구답십리로23길9
773,서울동대문구전농점,서울,동대문구,서울동대문구답십리로51길35
774,서울동대문구청량리점,서울,동대문구,서울특별시동대문구홍릉로50
775,서울동대문구회기점,서울,동대문구,서울동대문구회기로25길17-9
776,서울동대문구휘경1점,서울,동대문구,서울특별시동대문구한천로244-11
777,서울동작구노량진점,서울,동작구,서울특별시동작구만양로8길50
778,서울동작구대방점,서울,동작구,서울특별시동작구등용로127
779,서울동작구사당이수점,서울,동작구,서울동작구사당로27길64
780,서울동작구상도1점,서울,동작구,서울특별시동작구상도로50길9
781,서울동작구상도2호점,서울,동작구,서울특별시동작구성대로10길3
782,서울동작구신대방점,서울,동작구,서울특별시동작구여의대방로28
783,서울동작구중대점,서울,동작구,서울특별시동작구흑석로7길6-1
784,서울동작구총신대점,서울,동작구,서울특별시동작구솔밭로106
785,서울마포구공덕점,서울,마포구,서울마포구만리재로86
786,서울마포구광흥창역점,서울,마포구,서울특별시마포구독막로156
787,서울마포구마포역점,서울,마포구,서울특별시마포구새창로52현대아파트상가제12동156호
788,서울마포구망원점,서울,마포구,서울특별시마포구포은로68
789,서울마포구상암점[B],서울,마포구,서울특별시마포구월드컵북로47길46
790,서울마포구서교점,서울,마포구,서울특별시마포구월드컵북로7길11
791,서울마포구성산점,서울,마포구,서울특별시마포구월드컵북로27길19
792,서울마포구염리점,서울,마포구,서울특별시마포구마포대로11길921층
793,서울마포구홍대역점,서울,마포구,서울특별시마포구동교로192
794,서울서대문구남가좌점,서울,서대문구,서울특별시서대문구증가로10길5
795,서울서대문구북가좌2점,서울,서대문구,서울서대문구증가로211
796,서울서대문구연대점,서울,서대문구,서울특별시서대문구연세로7안길7
797,서울서대문구연희점,서울,서대문구,서울특별시서대문구연희로90
798,서울서대문구이대역점,서울,서대문구,서울특별시서대문구연세로2길84
799,서울서대문구홍은1점,서울,서대문구,서울서대문구간호대로16
800,서울서대문구홍제1점,서울,서대문구,서울특별시서대문구통일로39나길47
801,서울서초구반포1점,서울,서초구,서울특별시서초구반포대로316
802,서울서초구반포2점,서울,서초구,서울서초구강남대로85길21-8
803,서울서초구방배1호점,서울,서초구,서울특별시서초구방배로27길18-4
804,서울서초구방배본동점,서울,서초구,서울서초구방배중앙로25길24
805,서울서초구서초1호점,서울,서초구,서울서초구효령로77길18
806,서울서초구서초2점,서울,서초구,서울서초구효령로46길14
807,서울서초구서초중앙점,서울,서초구,서울서초구서초중앙로24길55111호
808,서울서초구양재점,서울,서초구,서울특별시서초구동산로46
809,서울서초구우면점,서울,서초구,서울특별시서초구형촌길15
810,서울서초구잠원점,서울,서초구,서울특별시서초구나루터로68
811,서울성동구금호점,서울,성동구,서울특별시성동구독서당로315-4
812,서울성동구성수2가점,서울,성동구,서울성동구성덕정길27
813,서울성동구한양점,서울,성동구,서울특별시성동구마조로59
814,서울성동구행당1점,서울,성동구,서울특별시성동구왕십리로21길25
815,서울성북구길음점,서울,성북구,서울특별시성북구삼양로12길5
816,서울성북구동소문점,서울,성북구,서울특별시성북구아리랑로5길39
817,서울성북구보문점,서울,성북구,서울특별시성북구보문로47
818,서울성북구석관점[B],서울,성북구,서울특별시성북구한천로76길20
819,서울성북구성신여대점[B],서울,성북구,서울성북구보문로26길83-191층
820,서울성북구월곡점,서울,성북구,서울특별시성북구오패산로46
821,서울성북구장위2동점,서울,성북구,서울특별시성북구돌곶이로27길59-3
822,서울성북구정릉점,서울,성북구,서울특별시성북구보국문로90
823,서울성북구종암점[B],서울,성북구,서울성북구종암로19길37
824,서울송파구가락2점,서울,송파구,서울특별시송파구송이로19길5
825,서울송파구가락점,서울,송파구,서울특별시송파구오금로44길20
826,서울송파구거여점,서울,송파구,서울특별시송파구성내천로136
827,서울송파구문정장지점,서울,송파구,서울특별시송파구새말로147
828,서울송파구삼전점,서울,송파구,서울특별시송파구백제고분로27길17
829,서울송파구석촌점,서울,송파구,서울특별시송파구가락로55
830,서울송파구송파방이2점,서울,송파구,서울송파구가락로36길15
831,서울송파구오금점[B],서울,송파구,서울특별시송파구마천로184
832,서울송파구위례점,서울,송파구,서울특별시송파구위례광장로193제1층제1-8호
833,서울송파구잠실1점,서울,송파구,서울특별시송파구올림픽로35가길11
834,서울송파구잠실본점,서울,송파구,서울특별시송파구백제고분로7길24-27
835,서울송파구잠실새내역점,서울,송파구,서울특별시송파구올림픽로119
836,서울송파구풍납점,서울,송파구,서울송파구풍성로26길51
837,서울양천구목4동점,서울,양천구,서울양천구목동중앙서로23
838,서울양천구신월1동점,서울,양천구,서울양천구가로공원로148
839,서울양천구신월2점,서울,양천구,서울양천구오목로77
840,서울양천구신월점,서울,양천구,서울특별시양천구신월로99
841,서울양천구신정1동점,서울,양천구,서울양천구은행정로16-1
842,서울양천구신정점,서울,양천구,서울양천구신목로12길17
843,서울양천구양천구청점,서울,양천구,서울양천구목동남로2길15
844,서울양천구화곡3동점,서울,양천구,서울양천구월정로42길9
845,서울영등포구대림3점,서울,영등포구,서울특별시영등포구도림로53길34-1
846,서울영등포구대림점[B],서울,영등포구,서울영등포구디지털로398
847,서울영등포구문래점,서울,영등포구,서울특별시영등포구도림로143길32
848,서울영등포구신길점,서울,영등포구,서울특별시영등포구가마산로404
849,서울영등포구신풍역점,서울,영등포구,서울특별시영등포구대방천로222-1
850,서울영등포구양평점,서울,영등포구,서울특별시영등포구영등포로11길16
851,서울영등포구여의도2호점,서울,영등포구,서울특별시영등포구국제금융로7길32
852,서울영등포구여의도점,서울,영등포구,서울특별시영등포구의사당대로108
853,서울영등포구영등포점,서울,영등포구,서울특별시영등포구영신로9길3-1
854,서울영등포구영등포푸르지오점,서울,영등포구,서울특별시영등포구양산로177
855,서울용산구보광점,서울,용산구,서울용산구보광로52-1
856,서울용산구숙대점,서울,용산구,서울특별시용산구청파로333
857,서울용산구원효점,서울,용산구,서울특별시용산구새창로14길22
858,서울용산구이촌점,서울,용산구,서울특별시용산구이촌로46
859,서울용산구후암점,서울,용산구,서울특별시용산구한강대로104라길39
860,서울은평구갈현1점,서울,은평구,서울은평구연서로29길30-5
861,서울은평구구산점,서울,은평구,서울은평구갈현로123
862,서울은평구녹번점,서울,은평구,서울특별시은평구은평로20길8
863,서울은평구대조점,서울,은평구,서울은평구통일로73길28-1
864,서울은평구불광점,서울,은평구,서울특별시은평구불광로197
865,서울은평구신사점,서울,은평구,서울특별시은평구증산로17길8-1
866,서울은평구역촌점,서울,은평구,서울특별시은평구역말로7길3-2
867,서울은평구응암점,서울,은평구,서울특별시은평구응암로286
868,서울종로구광화문점[B],서울,종로구,서울특별시종로구사직로8길20
869,서울종로구독립문점,서울,종로구,서울특별시종로구통일로262
870,서울종로구종로점,서울,종로구,서울종로구수표로26길12파고다빌딩1층
871,서울종로구창신점[B],서울,종로구,서울특별시종로구지봉로62
872,서울종로구혜화점,서울,종로구,서울특별시종로구명륜길5
873,서울중구신당2점,서울,중구,서울중구청구로17길77
874,서울중구을지로점,서울,중구,서울중구퇴계로51길19
875,서울중구중림점,서울,중구,서울특별시중구중림로10
876,서울중랑구망우점,서울,중랑구,서울특별시중랑구용마산로493
877,서울중랑구면목1동점,서울,중랑구,서울중랑구사가정로49길43
878,서울중랑구면목2점,서울,중랑구,서울특별시중랑구망우로30길34
879,서울중랑구면목3점,서울,중랑구,서울중랑구용마산로89길16
880,서울중랑구묵2동점,서울,중랑구,서울특별시중랑구동일로163길36
881,서울중랑구상봉1점,서울,중랑구,서울중랑구봉화산로52길73
882,서울중랑구신내1점,서울,중랑구,서울중랑구신내로135
883,서울중랑구용마산역점,서울,중랑구,서울중랑구면목로21길22
884,서울중랑구중화점,서울,중랑구,서울중랑구동일로123길91
885,세종시아름동아름점,세종,세종시,세종특별자치시보듬3로95
886,세종시한솔동세종첫마을점,세종,세종시,세종특별자치시누리로59
887,울산남구달동점,울산,남구,울산남구신정로58번길32
888,울산남구무거2호점,울산,남구,울산남구삼호로55번길6
889,울산남구삼산점,울산,남구,울산남구삼산로241번길35-1
890,울산남구신정점,울산,남구,울산남구월평로58
891,울산남구야음2점,울산,남구,울산남구신선로71-3
892,울산남구야음점,울산,남구,울산남구수암로196번길7
893,울산남구옥동점,울산,남구,울산남구문수로423번길4-37
894,울산남구울산대점,울산,남구,울산남구대학로43번길16
895,울산동구남목점,울산,중구,울산동구미포4길38
896,울산동구방어점,울산,동구,울산동구화잠2길4
897,울산동구전하점,울산,동구,울산동구진성13길92
898,울산동구화정점,울산,동구,울산동구월봉8길41
899,울산북구강동점,울산,북구,울산북구산하동강동산하지구81-10BL퀸스타운101호
900,울산북구아진점,울산,북구,울산북구가재길82
901,울산북구양정점,울산,남구,울산북구염포로517
902,울산북구호계점,울산,북구,울산북구동대8길12
903,울산북구화봉점,울산,북구,울산북구두부곡14길15
904,울산울주군구영점,울산,울주군,울산울주군범서읍대리1길23-6
905,울산울주군남창점,울산,울주군,울산울주군온양읍연안4길18
906,울산울주군언양점[B],울산,울주군,울산울주군언양읍동부8길12
907,울산중구다운점,울산,중구,울산중구다운로75
908,울산중구반구점,울산,중구,울산중구염포로78
909,울산중구병영점,울산,중구,울산중구동천4길15
910,울산중구약사점,울산,중구,울산중구구교10길51
911,울산중구우정점,울산,중구,울산중구유곡로70
912,울산중구우정혁신점,울산,중구,울산중구종가2길1-2
913,인천강화군강화1점,인천,강화군,인천광역시강화군강화읍강화대로362
914,인천계양구계산점,인천,계양구,인천광역시계양구용마루길20
915,인천계양구계산중앙점[B],인천,계양구,인천계양구계양대로194번길18
916,인천계양구계양점,인천,계양구,인천계양구임학서로18
917,인천계양구동양점,인천,계양구,인천계양구당미1길7
918,인천계양구작전점,인천,계양구,인천광역시계양구주부토로447
919,인천계양구효성점[B],인천,계양구,인천광역시계양구목화밭길26
920,인천남구문학관교점,인천,남구,인천광역시남구매소홀로576번길5-9
921,인천남구용현점,인천,남구,인천남구아암대로45번길83-8
922,인천남구제물포점,인천,남구,인천광역시남구수봉안길13번길2
923,인천남구주안2점,인천,남구,인천남구인주대로319번길38
924,인천남구주안역점,인천,남구,인천광역시남구주안로201
925,인천남구주안점,인천,남구,인천광역시남구인주대로489
926,인천남구학익점,인천,남구,인천광역시남구소성로175-16
927,인천남동구간석점[B],인천,남동구,인천광역시남동구구월로131번길52
928,인천남동구구월점,인천,남동구,인천남동구용천로27
929,인천남동구논현점,인천,남동구,인천광역시남동구논곡로79
930,인천남동구논현택지점[B],인천,남동구,인천광역시남동구소래역서로10-28
931,인천남동구만수1점,인천,남동구,인천광역시남동구하촌로48
932,인천남동구만수2점,인천,남동구,인천광역시남동구백범로180번길114
933,인천남동구서창1점,인천,남동구,인천광역시남동구장아산로1301층
934,인천동구동인천송현점,인천,동구,인천광역시동구화도로15
935,인천동구송림점,인천,동구,인천동구동산로89
936,인천부평구갈산점[B],인천,부평구,인천부평구굴포로81-1
937,인천부평구부개점,인천,부평구,인천광역시부평구길주남로101번길4-19
938,인천부평구부일점,인천,부평구,인천광역시부평구경인로1092번길17-1
939,인천부평구부평남부점,인천,부평구,인천광역시부평구남부역로3
940,인천부평구부평롯데점,인천,부평구,인천부평구경원대로1367번길12
941,인천부평구부평중앙점,인천,부평구,인천광역시부평구장제로84번길6
942,인천부평구산곡점,인천,부평구,인천부평구화랑남로9번길20
943,인천부평구삼산1동점,인천,부평구,인천부평구대보로24번길12
944,인천부평구십정점,인천,부평구,인천광역시부평구열우물로62-1
945,인천부평구청천점,인천,부평구,인천광역시부평구마장로364번길7-1
946,인천서구가좌점,인천,서구,인천광역시서구여우재로109
947,인천서구검암점,인천,서구,인천광역시서구도요지로189번길104
948,인천서구당하점,인천,서구,인천광역시서구원당대로675
949,인천서구마전점,인천,서구,인천광역시서구검단로623번길17
950,인천서구석남점,인천,서구,인천서구면개포로13-1
951,인천서구신현점[B],인천,서구,인천광역시서구율도로77번길12
952,인천서구연희점,인천,서구,인천서구승학로199-1
953,인천서구청라1호점,인천,서구,인천광역시서구청라에메랄드로127
954,인천연수구동춘점,인천,연수구,인천연수구먼우금로83번길49
955,인천연수구선학점,인천,연수구,인천광역시연수구선학로90
956,인천연수구송도3동점,인천,연수구,인천광역시연수구송도문화로28번길28
957,인천연수구송도신도시점,인천,연수구,인천광역시연수구해돋이로107
958,인천연수구연수2동3동점,인천,연수구,인천광역시연수구샘말로87번길1
959,인천연수구옥련점[B],인천,연수구,인천연수구한나루로87주문빌딩301호
960,인천연수구청학점,인천,연수구,인천광역시연수구비류대로239번길25
961,인천옹진군백령점,인천,옹진군,인천광역시옹진군백령면백령로272-1
962,인천중구운서점,인천,중구,인천중구영종대로278번길50
963,인천중구월미점,인천,중구,인천광역시중구월미로223
964,인천중구하늘도시점,인천,중구,인천광역시중구하늘달빛로95
965,전남강진군강진점,전남,강진군,전남강진군강진읍중앙로99-3
966,전남고흥군고흥점,전남,고흥군,전남고흥군고흥읍봉황길10
967,전남고흥군녹동점,전남,고흥군,전라남도고흥군도양읍비봉로129-2
968,전남광양시광양점,전남,광양시,전남광양시광양읍인서4길23
969,전남광양시광양제철점,전남,광양시,전남광양시백운로1638-11
970,전남광양시광영점,전남,광양시,전남광양시금영로181
971,전남광양시마동점,전남,광양시,전남광양시사동로81-1
972,전남광양시중동점,전남,광양시,전남광양시광장로120
973,전남구례군구례지리산온천점,전남,구례군,전남구례군산동면하관1길26
974,전남나주시나주점,전남,나주시,전남나주시나주로81
975,전남나주시나주혁신도시점,전남,나주시,전남나주시빛가람로789
976,전남나주시영산포점,전남,나주시,전남나주시남교1길6-15
977,전남목포시삼학점,전남,목포시,전남목포시산정로22번길20
978,전남목포시석현점[B],전남,목포시,전남목포시텃골로33번길53
979,전남목포시연산점,전남,목포시,전남목포시연산로159번길22
980,전남목포시용해점,전남,목포시,전남목포시용당로331번길88
981,전남목포시하당1점,전남,목포시,전남목포시백년대로297번길12-2
982,전남목포시하당2점,전남,목포시,전남목포시삼향천로35
983,전남무안군남악점,전남,무안군,전남무안군삼향읍남악2로74번길42상가106호
984,전남무안군목포대점,전남,무안군,전남무안군청계면도림길90
985,전남무안군무안점,전남,무안군,전남무안군무안읍하마로31
986,전남보성군벌교점,전남,보성군,전남보성군벌교읍채동선로259-1
987,전남보성군보성점,전남,보성군,전남보성군보성읍중앙로46-11
988,전남순천시금당지구점,전남,순천시,전남순천시해룡면조례못등길118
989,전남순천시남제점,전남,순천시,전남순천시우석로73-1
990,전남순천시삼산점,전남,순천시,전남순천시중앙로292
991,전남순천시신대점,전남,순천시,전남순천시해룡면좌야로101
992,전남순천시연향점,전남,순천시,전남순천시연향번영4길30
993,전남순천시왕지점,전남,순천시,전남순천시연동남길35
994,전남순천시조례점,전남,순천시,전남순천시비봉길86
995,전남순천시중앙점,전남,순천시,전남순천시장명로10
996,전남여수시국동점,전남,여수시,전남여수시구봉산길15-2
997,전남여수시둔덕점,전남,여수시,전남여수시쌍봉로357
998,전남여수시무선지구점,전남,여수시,전남여수시무선3길6
999,전남여수시서교점,전남,여수시,전남여수시서교3길3-2
1000,전남여수시신기점,전남,여수시,전남여수시새터로93
1001,전남여수시안산점,전남,여수시,전남여수시도원로186
1002,전남여수시여서점,전남,여수시,전남여수시대치3길13-1
1003,전남영광군영광점,전남,영광군,전남영광군영광읍신남로213-1
1004,전남영암군삼호점,전남,영암군,전남영암군삼호읍대불주거로1길80
1005,전남완도군완도점,전남,완도군,전남완도군완도읍개포로177번길11
1006,전남장흥군장흥점,전남,장흥군,전남장흥군장흥읍북부로39
1007,전남진도군진도점,전남,진도군,전남진도군진도읍남문길47
1008,전남함평군함평점,전남,함평군,전남함평군함평읍중앙길172-1
1009,전남해남군우수영점,전남,해남군,전남해남군문내면동영길22-1
1010,전남해남군해남점,전남,해남군,전남해남군해남읍중앙1로167-1
1011,전남화순군화순점,전남,화순군,전남화순군화순읍만연로37
1012,전북고창군고창점,전북,고창군,전북고창군고창읍성산3길3
1013,전북군산시군산대점,전북,군산시,전북군산시미제1길5-4
1014,전북군산시나운1점,전북,군산시,전북군산시신설2길6-4
1015,전북군산시나운2점,전북,군산시,전북군산시나운안2길11
1016,전북군산시소룡산북점,전북,군산시,전북군산시동아로130
1017,전북군산시수송점,전북,군산시,전북군산시수송7길21
1018,전북군산시오식도점,전북,군산시,전북군산시가도로177
1019,전북군산시옥서점,전북,군산시,전북군산시옥서면옥구저수지로217
1020,전북군산시조촌점,전북,군산시,전북군산시진포로169
1021,전북군산시중앙점,전북,군산시,전북군산시중앙로94
1022,전북김제시김제점,전북,김제시,전북김제시동서로232
1023,전북남원시남원점,전북,남원시,전북남원시동충동336번지1층
1024,전북무주군무주스키점,전북,무주군,전북무주군설천면구천동1로6
1025,전북무주군무주점,전북,무주군,전북무주군무주읍단천로84
1026,전북부안읍부안점,전북,부안군,전라북도부안군부안읍수정길5
1027,전북완주군봉동3공단점,전북,완주군,전북완주군봉동읍원둔산3길13
1028,전북완주군삼례우석대점,전북,완주군,전북완주군삼례읍동학로83
1029,전북완주군혁신점,전북,완주군,전북완주군이서면안전로107-3
1030,전북익산시동산점,전북,익산시,전북익산시서동로88
1031,전북익산시모현점,전북,익산시,전북익산시고현로14길8-1
1032,전북익산시부송점,전북,익산시,전북익산시부송로14길21
1033,전북익산시신동남중점,전북,익산시,전북익산시익산대로70길23
1034,전북익산시영등점,전북,익산시,전북익산시고봉로255
1035,전북익산시함열점,전북,익산시,전북익산시함열읍함열중앙로15
1036,전북전주시덕진전북대점,전북,전주시,전북전주시덕진구명륜5길19-6
1037,전북전주시동산점,전북,전주시,전북전주시덕진구쪽구름5길5
1038,전북전주시삼천점,전북,전주시,전북전주시완산구거마남로58
1039,전북전주시서곡점,전북,전주시,전북전주시완산구서곡1길5-12
1040,전북전주시서신점,전북,전주시,전북전주시완산구서신천변11길22
1041,전북전주시서학중앙점[B],전북,전주시,전북전주시완산구서학1길2
1042,전북전주시송천점,전북,전주시,전북전주시덕진구천마산로12
1043,전북전주시아중점,전북,전주시,전북전주시덕진구동가재미3길8
1044,전북전주시전주대점,전북,전주시,전북전주시완산구효자로92
1045,전북전주시중화산점,전북,전주시,전북전주시완산구메너머1길29
1046,전북전주시진북인후점,전북,전주시,전북전주시덕진구팔달로346
1047,전북전주시평화1점,전북,전주시,전북전주시완산구평화17길10
1048,전북전주시호성점,전북,전주시,전북전주시덕진구소리로198
1049,전북전주시효자점,전북,전주시,전북전주시완산구강변로120
1050,전북정읍시수성점,전북,정읍시,전북정읍시수성1로55-14
1051,전북정읍시시기점,전북,정읍시,전북정읍시천변로350-1
1052,제주서귀포시강정해군기지점,제주,서귀포시,제주서귀포시강정동2735
1053,제주서귀포시대정점,제주,서귀포시,제주서귀포시대정읍하모항구로6번길27
1054,제주서귀포시서귀포1점,제주,서귀포시,제주서귀포시일주동로8600
1055,제주서귀포시서귀포2호점,제주,서귀포시,제주서귀포시장수로98
1056,제주서귀포시성산점,제주,서귀포시,제주서귀포시성산읍고성동서로56번길18
1057,제주서귀포시신시가지점,제주,서귀포시,제주특별자치도서귀포시신북로17
1058,제주서귀포시중문점,제주,서귀포시,제주서귀포시천제연로191
1059,제주서귀포시표선점,제주,서귀포시,제주서귀포시표선면표선동서로288
1060,제주제주시노형점,제주,제주시,제주제주시연화로1길24
1061,제주제주시도남점,제주,제주시,제주제주시독짓골4길11
1062,제주제주시아라점,제주,제주시,제주제주시중앙로578
1063,제주제주시애월점,제주,제주시,제주제주시애월읍곽지5길1
1064,제주제주시연동점,제주,제주시,제주제주시삼무로82
1065,제주제주시외도점,제주,제주시,제주제주시일주서로7312
1066,제주제주시용담점,제주,제주시,제주제주시용문로157
1067,제주제주시일도점,제주,제주시,제주특별자치도제주시청귤로3길51
1068,제주제주시조천함덕점,제주,제주시,제주제주시조천읍함덕16길7
1069,제주제주시한림점,제주,제주시,제주제주시한림읍한림중앙로46
1070,제주제주시화북삼양점,제주,제주시,제주제주시진남로6길9
1071,충남계룡시계룡점,충남,계룡시,충청남도계룡시엄사면번영로74
1072,충남공주시금학점,충남,공주시,충청남도공주시우금티로547
1073,충남공주시신관점,충남,공주시,충남공주시번영1로97-12
1074,충남금산군금산점,충남,금산군,충청남도금산군금산읍금산로1491
1075,충남논산시논산1점,충남,논산시,충남논산시시민로258번길7
1076,충남논산시논산항공학교,충남,논산시,충청남도논산시노성면송당리5
1077,충남논산시연무점,충남,논산시,충청남도논산시연무읍연무로183
1078,충남당진군당진점,충남,당진군,충청남도당진시교동길153
1079,충남당진군합덕점,충남,당진군,충청남도당진시합덕읍중동1길40
1080,충남당진시당진2점,충남,당진군,충청남도당진시원당로45
1081,충남당진시석문점,충남,당진군,충청남도당진시석문면대호만로1748
1082,충남당진시송악점,충남,당진군,충청남도당진시송악읍도고머리길12
1083,충남보령시대천점,충남,보령시,충청남도보령시대천로74
1084,충남보령시대천해수욕장점,충남,보령시,충청남도보령시해수욕장10길6
1085,충남보령시무창포해수욕장점,충남,보령시,충남보령시웅천읍열린바다로342
1086,충남부여군부여점,충남,부여군,충남부여군부여읍사비로72번길18
1087,충남서산시동문점,충남,서산시,충남서산시안견로214-5
1088,충남서산시성연점,충남,서산시,충남서산시성연면성연3로35
1089,충남서산시읍내점,충남,서산시,충청남도서산시부춘1로24-5
1090,충남서천군서면점,충남,서천군,충청남도서천군서면공암남촌길169
1091,충남서천군서천점,충남,서천군,충청남도서천군서천읍서천로94
1092,충남아산시배방점,충남,아산시,충청남도아산시배방읍배방로173번길14-7
1093,충남아산시신창점,충남,아산시,충청남도아산시서부북로953
1094,충남아산시영인점,충남,아산시,충남아산시영인면영인로84-1
1095,충남아산시온천점,충남,아산시,충청남도아산시번영로147-1
1096,충남아산시용화점,충남,아산시,충청남도아산시시민로258번길3-5
1097,충남아산시음봉점,충남,아산시,충청남도아산시음봉면음봉로841
1098,충남아산시장재점,충남,아산시,충청남도아산시배방읍새아산로20-8
1099,충남아산시장존점,충남,아산시,충청남도아산시외암로1245
1100,충남연기군조치원점,세종,세종시,세종특별자치시조치원읍신흥샛터길41
1101,충남예산군삽교점,충남,예산군,충청남도예산군삽교읍삽교로76
1102,충남예산군예산점,충남,예산군,충청남도예산군예산읍역전로113
1103,충남천안시구성점,충남,천안시,충청남도천안시동남구삼룡천2길9
1104,충남천안시두정1점,충남,천안시,충청남도천안시서북구부성1길40-6
1105,충남천안시두정대아점,충남,천안시,충남천안시서북구두정중11길22
1106,충남천안시목천신계점,충남,천안시,충청남도천안시동남구목천읍목천안터1길4
1107,충남천안시병천북면점,충남,천안시,충청남도천안시동남구충절로1456
